operation_index,time_ns,time_ms
350,60,0.000060
351,50,0.000050
352,60,0.000060
353,40,0.000040
354,40,0.000040
355,50,0.000050
356,50,0.000050
357,110,0.000110
358,70,0.000070
359,50,0.000050
360,40,0.000040
361,50,0.000050
362,40,0.000040
363,40,0.000040
364,140,0.000140
365,50,0.000050
366,50,0.000050
367,100,0.000100
368,40,0.000040
369,40,0.000040
370,70,0.000070
371,60,0.000060
372,70,0.000070
373,50,0.000050
374,40,0.000040
375,60,0.000060
376,40,0.000040
377,40,0.000040
378,40,0.000040
379,50,0.000050
380,40,0.000040
381,50,0.000050
382,60,0.000060
383,40,0.000040
384,70,0.000070
385,30,0.000030
386,50,0.000050
387,60,0.000060
388,40,0.000040
389,40,0.000040
390,40,0.000040
391,80,0.000080
392,40,0.000040
393,40,0.000040
394,50,0.000050
395,40,0.000040
396,30,0.000030
397,40,0.000040
398,50,0.000050
399,50,0.000050
400,3700,0.003700
401,230,0.000230
402,30,0.000030
403,1270,0.001270
404,2160,0.002160
405,290,0.000290
406,1070,0.001070
407,2000,0.002000
408,80,0.000080
409,4250,0.004250
410,90,0.000090
411,50,0.000050
412,40,0.000040
413,40,0.000040
414,50,0.000050
415,50,0.000050
416,40,0.000040
417,150,0.000150
418,40,0.000040
419,50,0.000050
420,60,0.000060
421,280,0.000280
422,50,0.000050
423,130,0.000130
424,80,0.000080
425,80,0.000080
426,210,0.000210
427,450,0.000450
428,130,0.000130
429,80,0.000080
430,50,0.000050
431,90,0.000090
432,60,0.000060
433,50,0.000050
434,130,0.000130
435,50,0.000050
436,50,0.000050
437,150,0.000150
438,140,0.000140
439,40,0.000040
440,70,0.000070
441,30,0.000030
442,50,0.000050
443,70,0.000070
444,60,0.000060
445,250,0.000250
446,60,0.000060
447,70,0.000070
448,60,0.000060
449,60,0.000060
450,50,0.000050
451,50,0.000050
452,50,0.000050
453,30,0.000030
454,50,0.000050
455,50,0.000050
456,50,0.000050
457,100,0.000100
458,60,0.000060
459,40,0.000040
460,50,0.000050
461,70,0.000070
462,40,0.000040
463,40,0.000040
464,130,0.000130
465,40,0.000040
466,140,0.000140
467,150,0.000150
468,30,0.000030
469,50,0.000050
470,70,0.000070
471,60,0.000060
472,70,0.000070
473,60,0.000060
474,40,0.000040
475,60,0.000060
476,40,0.000040
477,40,0.000040
478,40,0.000040
479,130,0.000130
480,40,0.000040
481,40,0.000040
482,50,0.000050
483,30,0.000030
484,80,0.000080
485,40,0.000040
486,50,0.000050
487,70,0.000070
488,30,0.000030
489,50,0.000050
490,40,0.000040
491,80,0.000080
492,40,0.000040
493,40,0.000040
494,50,0.000050
495,40,0.000040
496,30,0.000030
497,50,0.000050
498,40,0.000040
499,60,0.000060
500,5760,0.005760
501,150,0.000150
502,710,0.000710
503,1500,0.001500
504,7450,0.007450
505,420,0.000420
506,1370,0.001370
507,2450,0.002450
508,100,0.000100
509,4960,0.004960
510,150,0.000150
511,50,0.000050
512,50,0.000050
513,40,0.000040
514,70,0.000070
515,60,0.000060
516,50,0.000050
517,420,0.000420
518,40,0.000040
519,50,0.000050
520,70,0.000070
521,380,0.000380
522,40,0.000040
523,130,0.000130
524,80,0.000080
525,690,0.000690
526,290,0.000290
527,320,0.000320
528,140,0.000140
529,60,0.000060
530,50,0.000050
531,100,0.000100
532,70,0.000070
533,50,0.000050
534,180,0.000180
535,50,0.000050
536,40,0.000040
537,200,0.000200
538,120,0.000120
539,50,0.000050
540,60,0.000060
541,40,0.000040
542,60,0.000060
543,140,0.000140
544,50,0.000050
545,230,0.000230
546,70,0.000070
547,140,0.000140
548,50,0.000050
549,70,0.000070
550,50,0.000050
551,60,0.000060
552,70,0.000070
553,50,0.000050
554,50,0.000050
555,40,0.000040
556,140,0.000140
557,230,0.000230
558,70,0.000070
559,60,0.000060
560,50,0.000050
561,50,0.000050
562,50,0.000050
563,50,0.000050
564,140,0.000140
565,50,0.000050
566,190,0.000190
567,150,0.000150
568,50,0.000050
569,50,0.000050
570,80,0.000080
571,70,0.000070
